obs,source,auth,title,yr_pub,reg,loc,lat_decimal,long_decimal,MAP_mm,precip,soil_type,ox_ult,pH,sand_perc,bnf_input,treat_name,ferttype1,fert1_kgN_ha,ferttype2,fert2_kgN_ha,ferttype3,fert3_kgN_ha,sample_cm,N_in_kg,NO3_kg_seas,NO3_kg_seas_zero_rm,SE,approx_num_measurements,num_replicates,duration_d,irrig_1_0,irrig_in,tropical,org_Nfix_in,split_app,crop,crop_type,pct_sand_0.15m_ISRIC,pct_sand_combined,MAP_mm_global,MAP_mm_combined,water_input_mm
490,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,45,,loamy sand,ammonium nitrate,,,,,,150,245,56,56,,,,240,1,48,0,,,wheat,cereal,,,,,
491,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,45,,loamy sand,ammonium nitrate,,,,,,150,245,21,21,,,,240,1,48,0,,,wheat,cereal,,,,,
492,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,31,,sandy loam,ammonium nitrate,,,,,,150,180,19,19,,,,240,1,48,0,,,wheat,cereal,,,,,
493,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,31,,sandy loam,ammonium nitrate,,,,,,150,60,15,15,,,,240,1,48,0,,,wheat,cereal,,,,,
494,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,31,,sandy loam,ammonium nitrate,,,,,,150,226,44,44,,,,240,1,48,0,,,wheat,cereal,,,,,
495,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,31,,sandy loam,ammonium nitrate,,,,,,150,226,18,18,,,,240,1,48,0,,,wheat,cereal,,,,,
496,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,31,,sandy loam,ammonium nitrate,,,,,,150,268,40,40,,,,240,1,48,0,,,wheat,cereal,,,,,
497,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,31,,sandy loam,ammonium nitrate,,,,,,150,268,16,16,,,,240,1,48,0,,,wheat,cereal,,,,,
498,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,31,,sandy loam,ammonium nitrate,,,,,,150,245,45,45,,,,240,1,48,0,,,wheat,cereal,,,,,
499,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,31,,sandy loam,ammonium nitrate,,,,,,150,245,17,17,,,,240,1,48,0,,,wheat,cereal,,,,,
500,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,45,,loamy sand,ammonium nitrate,,,,,,150,180,32,32,,,,240,1,48,0,,,wheat,cereal,,,,,
501,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,45,,loamy sand,ammonium nitrate,,,,,,150,60,32,32,,,,240,1,48,0,,,wheat,cereal,,,,,
502,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,45,,loamy sand,ammonium nitrate,,,,,,150,226,29,29,,,,240,1,48,0,,,wheat,cereal,,,,,
503,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,45,,loamy sand,ammonium nitrate,,,,,,150,226,32,32,,,,240,1,48,0,,,wheat,cereal,,,,,
504,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,45,,loamy sand,ammonium nitrate,,,,,,150,268,32,32,,,,240,1,48,0,,,wheat,cereal,,,,,
505,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,45,,loamy sand,ammonium nitrate,,,,,,150,268,33,33,,,,240,1,48,0,,,wheat,cereal,,,,,
506,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,45,,loamy sand,ammonium nitrate,,,,,,150,245,38,38,,,,240,1,48,0,,,wheat,cereal,,,,,
507,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,45,,loamy sand,ammonium nitrate,,,,,,150,245,37,37,,,,240,1,48,0,,,wheat,cereal,,,,,
508,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,31,,sandy loam,ammonium nitrate,,,,,,150,180,28,28,,,,240,1,48,0,,,wheat,cereal,,,,,
509,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,31,,sandy loam,ammonium nitrate,,,,,,150,60,31,31,,,,240,1,48,0,,,wheat,cereal,,,,,
510,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,31,,sandy loam,ammonium nitrate,,,,,,150,226,39,39,,,,240,1,48,0,,,wheat,cereal,,,,,
511,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,31,,sandy loam,ammonium nitrate,,,,,,150,226,33,33,,,,240,1,48,0,,,wheat,cereal,,,,,
512,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,31,,sandy loam,ammonium nitrate,,,,,,150,268,33,33,,,,240,1,48,0,,,wheat,cereal,,,,,
513,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,31,,sandy loam,ammonium nitrate,,,,,,150,268,34,34,,,,240,1,48,0,,,wheat,cereal,,,,,
514,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,31,,sandy loam,ammonium nitrate,,,,,,150,245,33,33,,,,240,1,48,0,,,wheat,cereal,,,,,
515,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,31,,sandy loam,ammonium nitrate,,,,,,150,245,30,30,,,,240,1,48,0,,,wheat,cereal,,,,,
516,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,45,,loamy sand,ammonium nitrate,,,,,,150,180,55,55,,,,240,1,48,0,,,wheat,cereal,,,,,
517,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,45,,loamy sand,ammonium nitrate,,,,,,150,60,53,53,,,,240,1,48,0,,,wheat,cereal,,,,,
518,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,45,,loamy sand,ammonium nitrate,,,,,,150,226,73,73,,,,240,1,48,0,,,wheat,cereal,,,,,
519,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,45,,loamy sand,ammonium nitrate,,,,,,150,226,55,55,,,,240,1,48,0,,,wheat,cereal,,,,,
520,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,45,,loamy sand,ammonium nitrate,,,,,,150,268,72,72,,,,240,1,48,0,,,wheat,cereal,,,,,
521,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Sorensen and Rubaek 2012,,2012,,Foulum/Denmark,56.483333,9.566667,,,,,,45,,loamy sand,ammonium nitrate,,,,,,150,268,57,57,,,,240,1,48,0,,,wheat,cereal,,,,,
